id,sentence,inference,model,label,text
574,Coronavirus vaccine just around the corner. Numerous Danish news reports stating that all kinds of vaccines are just about ready.,"The writer is implying that vaccines are coming
",t5_base,misinfo,"Headline: Coronavirus vaccine just around the corner. Numerous Danish news reports stating that all kinds of vaccines are just about ready.
Inference: The writer is implying that vaccines are coming
"
575,Coronavirus vaccine just around the corner. Numerous Danish news reports stating that all kinds of vaccines are just about ready.,"The writer is implying that vaccines will be ready soon
",t5_large,misinfo,"Headline: Coronavirus vaccine just around the corner. Numerous Danish news reports stating that all kinds of vaccines are just about ready.
Inference: The writer is implying that vaccines will be ready soon
"
576,"As of 4/1/20, all coronavirus patients from Blumenau, Brazil, were cured.","The writer is implying that blumenau, brazil, has a cure for covid
",gpt2_large,misinfo,"Headline: As of 4/1/20, all coronavirus patients from Blumenau, Brazil, were cured.
Inference: The writer is implying that blumenau, brazil, has a cure for covid
"
577,"As of 4/1/20, all coronavirus patients from Blumenau, Brazil, were cured.","The writer is implying that there is a cure for covid
",t5_base,misinfo,"Headline: As of 4/1/20, all coronavirus patients from Blumenau, Brazil, were cured.
Inference: The writer is implying that there is a cure for covid
"
578,"As of 4/1/20, all coronavirus patients from Blumenau, Brazil, were cured.","The writer is implying that covid is no longer spreading in brazil
",t5_large,misinfo,"Headline: As of 4/1/20, all coronavirus patients from Blumenau, Brazil, were cured.
Inference: The writer is implying that covid is no longer spreading in brazil
"
579,Matterhorn mountain in Switzerland was lit up with Indian tricolour to convey gratitude to the country for sending the life-saving Hydroxychloroquine drugs in the fight against COVID-19.,"The writer is implying that india sent hydroxychloroquine
",gpt2_large,misinfo,"Headline: Matterhorn mountain in Switzerland was lit up with Indian tricolour to convey gratitude to the country for sending the life-saving Hydroxychloroquine drugs in the fight against COVID-19.
Inference: The writer is implying that india sent hydroxychloroquine
"
580,Matterhorn mountain in Switzerland was lit up with Indian tricolour to convey gratitude to the country for sending the life-saving Hydroxychloroquine drugs in the fight against COVID-19.,"The writer is implying that hydroxychloroquine is an effective treatment for covid
",t5_base,misinfo,"Headline: Matterhorn mountain in Switzerland was lit up with Indian tricolour to convey gratitude to the country for sending the life-saving Hydroxychloroquine drugs in the fight against COVID-19.
Inference: The writer is implying that hydroxychloroquine is an effective treatment for covid
"
581,Matterhorn mountain in Switzerland was lit up with Indian tricolour to convey gratitude to the country for sending the life-saving Hydroxychloroquine drugs in the fight against COVID-19.,"The writer is implying that hydroxychloroquine is effective against covid
",t5_large,misinfo,"Headline: Matterhorn mountain in Switzerland was lit up with Indian tricolour to convey gratitude to the country for sending the life-saving Hydroxychloroquine drugs in the fight against COVID-19.
Inference: The writer is implying that hydroxychloroquine is effective against covid
"
582,There is a conspiracy by the Deep State and China to sweep population control and derail President Trump via coronavirus.,"The writer is implying that the government is corrupt
",gpt2_large,misinfo,"Headline: There is a conspiracy by the Deep State and China to sweep population control and derail President Trump via coronavirus.
Inference: The writer is implying that the government is corrupt
"
583,There is a conspiracy by the Deep State and China to sweep population control and derail President Trump via coronavirus.,"The writer is implying that china and the deep state are trying to control us
",t5_base,misinfo,"Headline: There is a conspiracy by the Deep State and China to sweep population control and derail President Trump via coronavirus.
Inference: The writer is implying that china and the deep state are trying to control us
"
584,There is a conspiracy by the Deep State and China to sweep population control and derail President Trump via coronavirus.,"The writer is implying that covid is a conspiracy
",t5_large,misinfo,"Headline: There is a conspiracy by the Deep State and China to sweep population control and derail President Trump via coronavirus.
Inference: The writer is implying that covid is a conspiracy
"
585,"France, Italy and the United Kingdom followed on Jair Bolsonaro's steps and now recommend chloroquine as standard treatment for COVID-19","The writer is implying that there are false cure claims
",gpt2_large,misinfo,"Headline: France, Italy and the United Kingdom followed on Jair Bolsonaro's steps and now recommend chloroquine as standard treatment for COVID-19
Inference: The writer is implying that there are false cure claims
"
586,"France, Italy and the United Kingdom followed on Jair Bolsonaro's steps and now recommend chloroquine as standard treatment for COVID-19","The writer is implying that chloroquine can treat covid
",t5_base,misinfo,"Headline: France, Italy and the United Kingdom followed on Jair Bolsonaro's steps and now recommend chloroquine as standard treatment for COVID-19
Inference: The writer is implying that chloroquine can treat covid
"
587,"France, Italy and the United Kingdom followed on Jair Bolsonaro's steps and now recommend chloroquine as standard treatment for COVID-19","The writer is implying that chloroquine is an effective treatment for covid-19
",t5_large,misinfo,"Headline: France, Italy and the United Kingdom followed on Jair Bolsonaro's steps and now recommend chloroquine as standard treatment for COVID-19
Inference: The writer is implying that chloroquine is an effective treatment for covid-19
"
588,McDonald's is reopening in the UK from Monday 27 April.,"The writer is implying that covid is no longer a threat
",gpt2_large,misinfo,"Headline: McDonald's is reopening in the UK from Monday 27 April.
Inference: The writer is implying that covid is no longer a threat
"
589,McDonald's is reopening in the UK from Monday 27 April.,"The writer is implying that mcdonalds is reopening
",t5_base,misinfo,"Headline: McDonald's is reopening in the UK from Monday 27 April.
Inference: The writer is implying that mcdonalds is reopening
"
590,McDonald's is reopening in the UK from Monday 27 April.,"The writer is implying that mcdonalds will reopen in the uk
",t5_large,misinfo,"Headline: McDonald's is reopening in the UK from Monday 27 April.
Inference: The writer is implying that mcdonalds will reopen in the uk
"
591,A new outbreak pandemic of hantavirus is coming from China.,"The writer is implying that covid is spreading from china
",gpt2_large,misinfo,"Headline: A new outbreak pandemic of hantavirus is coming from China.
Inference: The writer is implying that covid is spreading from china
"
